id,idade,genero,cor_raca_etnia,pcd,vive_no_brasil,estado_onde_mora,uf_onde_mora,regiao_onde_mora,regiao_de_origem,nivel_ensino,area_de_formacao,situacao_atual_de_trabalho,setor,gestor,cargo_como_gestor,cargo_atual,nivel_senioridade,faixa_salarial,anos_experiencia_na_area_dados,anos_experiencia_anterior_ti,linguagens_no_trabalho,linguagem_preferida,bancos_de_dados_no_trabalho,cloud_no_trabalho,cloud_preferida
88rd0m6zf2lzlx4t88rd7mit77b3bza3,47,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Doutorado ou Phd,Outra opção,Servidor Público,Educação,FALSE,,Outra Opção,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,MySQL,Google Cloud (GCP),Google Cloud (GCP)
87h17cx5h00ney87h1mvehrmol5cdh9p,33,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Área da Saúde,TRUE,Gerente/Head,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
87crwkeovqauuw73dqamu3oy87crwkeo,22,Masculino,Preta,Não,TRUE,Goiás (GO),GO,Centro-oeste,Norte,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Farmaceutico,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano,"SQL, Python",Python,"MySQL, SQL SERVER",Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS)
871613b1a8i1cdojs871613evwamnwdn,19,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,FALSE,,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 3 a 4 anos,"SQL, JavaScript",Python,SQL SERVER,Amazon Web Services (AWS),Não sei opinar
870ys40m6qeikjs870e8f827stt2gmqz,37,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Mestrado,Ciências Sociais,Servidor Público,Setor Público,FALSE,,Outra Opção,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Menos de 1 ano,Python,Python,Solução proprietária,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS)
86e1fazluwvnbavf86e15yu0kdzyn9sw,36,Masculino,Branca,Não,TRUE,Sergipe (SE),SE,Nordeste,Sudeste,Mestrado,Química / Física,Empreendedor ou Empregado (CNPJ),Outra Opção,TRUE,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 6 anos,de 3 a 4 anos,,,,,
85y01sreagst2gx85y01srtawug2ayhu,25,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Menos de 1 ano,Python,Python,"MySQL, MongoDB",Amazon Web Services (AWS),Google Cloud (GCP)
85nydujec9peg16885nydu9ktb0a1c14,39,Feminino,Branca,Não,FALSE,,,,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,,,,,
85fdqhsyerruo2485f6jlgstvt6hhrpg,29,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"MySQL, Redis, Amazon Aurora ou RDS, S3, Amazon Athena, Presto, DynamoDB",Amazon Web Services (AWS),Amazon Web Services (AWS)
856ktb7k9lgc8bz8qd5856661lt9evv5,25,Masculino,Branca,Não,TRUE,Ceará (CE),CE,Nordeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,"S3, Snowflake, PostgreSQL, Databricks","Amazon Web Services (AWS), Google Cloud (GCP)",Amazon Web Services (AWS)
84zxssqz6kts063g84z26icucky3c4v1,34,Masculino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Mestrado,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,TRUE,Team Leader/Tech Leader,,,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
84z2iwun3ex5uss6p84z2m6nupkna62v,28,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Educação,TRUE,Gerente/Head,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 5 a 6 anos,,,,,
84urvgxeoxut0fq3384urv1oemb53h1y,27,Masculino,Branca,Não,TRUE,Pará (PA),PA,Norte,,Mestrado,Outras Engenharias,Empregado (CLT),Marketing,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,SQL SERVER,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS)
84jh5h1ik3jkkpd5a6284jh29l0q3qdu,34,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Outras Engenharias,Servidor Público,Setor Público,FALSE,,Outra Opção,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,de 5 a 6 anos,"Python, R",R,MariaDB,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS)
84csd80otp9k84csdofz5v4eke82mfez,29,,Parda,Não,TRUE,Santa Catarina (SC),SC,Sul,Sudeste,Pós-graduação,Outra opção,Servidor Público,Setor Público,TRUE,Supervisor/Coordenador,,,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
83x834wdbsvf7e383x83gtpcpp369raf,31,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,,,,,
83on6p4y8nkequiezyt2z83on6p4jrry,29,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Presto,Amazon Web Services (AWS),Amazon Web Services (AWS)
82nuj6y9bpr05fn982nujc1d5v5e5i8u,29,Feminino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Imobiliário/ Construção Civil,TRUE,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Menos de 1 ano,,,,,
82m4glfflhrej82m4glwvnw0t4yitkhx,36,Masculino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, Java, JavaScript",Python,"MySQL, Oracle, Google BigQuery, PostgreSQL","Google Cloud (GCP), Servidores On Premise/Não utilizamos Cloud",Google Cloud (GCP)
822cmlhl9du26y78822hvlrsk9xk3yso,26,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,FALSE,,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, SQL, SAS/Stata",R,"SQL SERVER, SQLite, MySQL",Azure (Microsoft),Azure (Microsoft)
81wk1jfvjk1gzs67z81wkbz777dk870o,27,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,,,,,
81paqwbhw8o7pfyfb81paqw2pu5jlpi9,37,Masculino,Indígena,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,Python,"Oracle, SQL SERVER",Oracle Cloud,Azure (Microsoft)
81co0bnxjb668su3w511x81co0bs66v7,23,Masculino,Branca,Não,TRUE,Rio Grande do Norte (RN),RN,Nordeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,"Python, SQL",Python,PostgreSQL,Azure (Microsoft),Azure (Microsoft)
8185id1qbgaghg9z3iz7c8c8185id3sj,25,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Imobiliário/ Construção Civil,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Mais de 10 anos,SQL,Python,SQL SERVER,Servidores On Premise/Não utilizamos Cloud,Não sei opinar
810q41ix6mschllrmt810q41nno6ebux,23,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Alimentício,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,"Python, SQL",Python,"MySQL, SQL SERVER, S3, Databricks",Amazon Web Services (AWS),Amazon Web Services (AWS)
804so83czjoolxoazgizi804ls2d3ffr,26,Masculino,Branca,Não,TRUE,Distrito Federal (DF),DF,Centro-oeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Imobiliário/ Construção Civil,FALSE,,Analytics Engineer,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"S3, Amazon Athena, Google BigQuery, MySQL, Databricks, Hive, PostgreSQL, Amazon Redshift, MongoDB","Google Cloud (GCP), Amazon Web Services (AWS)",Amazon Web Services (AWS)
803cmjywprkvdj6b9803cnyo7bhzh2h8,22,Masculino,Preta,Não,TRUE,Bahia (BA),BA,Nordeste,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Área de Consultoria,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,"Python, SQL",R,SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS)
7znxrlv423c7s6497znxrfyq1qs3ptsm,33,Masculino,Parda,Não,TRUE,Bahia (BA),BA,Nordeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,de 1 a 2 anos,"SQL, Python",Python,"MySQL, SQL SERVER, Amazon Redshift, S3, Presto, Hive, PostgreSQL",Amazon Web Services (AWS),Amazon Web Services (AWS)
7zb2i5e8jhwna8x7zb2b4payosst9kp9,30,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Área de Consultoria,FALSE,,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,SQL,Python,Google BigQuery,Google Cloud (GCP),Azure (Microsoft)
7zaz8zajpg9fk7za8bc8jac74mk6jldb,22,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Google BigQuery, MongoDB, SQL SERVER, Metabase",Google Cloud (GCP),Não sei opinar
7ys4ysvgzxw7ys47y8ggz9jdunhkid96,26,Masculino,Branca,Não,TRUE,Goiás (GO),GO,Centro-oeste,Centro-oeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,"Databricks, SQL SERVER",Azure (Microsoft),Azure (Microsoft)
7yr6hcgr4fuv23sk097yr6hc6l68tega,24,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,TRUE,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
7xwh9r3sabuv4ct3pw7xwh9b5z7quh3c,39,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),Marketing,TRUE,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Menos de 1 ano,,,,,
7xgirfsp2o6ibefpe7xgirf09xovwkqs,29,Masculino,Parda,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Seguros ou Previdência,TRUE,Gerente/Head,,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
7xdv0cyiifetbru7xdvj1l9vlvc6tz10,33,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Menos de 1 ano,"SQL, Python",Python,"Google BigQuery, Databricks",Google Cloud (GCP),Google Cloud (GCP)
7xcnpanqjq0bbjupsx7xcnpw8ajmnnmw,30,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,TRUE,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Menos de 1 ano,,,,,
7x8sppt4nbshd5a77x8spcle5d8w3e7r,31,Masculino,Preta,Não,TRUE,Maranhão (MA),MA,Nordeste,Norte,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,FALSE,,Outras Engenharias (não inclui dev),Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,Python,Python,Oracle,Google Cloud (GCP),Não sei opinar
7x2zhon48yg4tgfl3n17x2zhon40vawb,27,Masculino,Branca,Não,TRUE,Paraíba (PB),PB,Nordeste,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor de Energia,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, Python",R,Não tenho acesso ao banco de dados devido ao compliance da empresa,Azure (Microsoft),Azure (Microsoft)
7ws9fwlejlygydfagizv7ws9fwlp8x8s,32,Feminino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,TRUE,Team Leader/Tech Leader,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 5 a 6 anos,,,,,
7wdv2m58s9lzi8xoi7wdv20fymj2vtkk,38,Masculino,Preta,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, Visual Basic/VBA, R",Python,Google BigQuery,"Azure (Microsoft), Cloud Própria",Não sei opinar
7w4mzvpzi3mx7w78auap7w4mzujtwr0m,26,Masculino,Amarela,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,,,,,
7vznbh9xd2iuo9fmri7o7vznbh9xl81g,23,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,,,,,
7vjidh19oz2n34ujev7vjidogqbj9z9b,34,Feminino,Branca,Sim,TRUE,Paraná (PR),PR,Sul,,Doutorado ou Phd,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Hive, Presto, S3, SQL SERVER",Amazon Web Services (AWS),Amazon Web Services (AWS)
7vhc5ume0413a3yf7vhc5umemp56txe0,29,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,DBeaver,Azure (Microsoft),Azure (Microsoft)
7v7zqmp5031bzlocn17v7zqgbcr041e2,31,Masculino,Outra,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Educação,TRUE,Gerente/Head,,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
7v3dbnhgahswjvf79u7v3dbnhh9s7ktl,36,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Menos de 1 ano,"SQL, Python, Java",Python,"MongoDB, PostgreSQL, S3, Firebase, Google BigQuery, Oracle","Amazon Web Services (AWS), Google Cloud (GCP)",Amazon Web Services (AWS)
7uyhx28boojpr7uyha1ukwcjt8z3xvxc,34,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Agronegócios,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
7unuyfnrw47ase2ozyo7unub5ohkqj7u,28,Feminino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,TRUE,Gerente/Head,,,Acima de R$ 40.001/mês,de 3 a 4 anos,de 1 a 2 anos,,,,,
7ukbzppnnby2tk1s3or67ukbzppo4ic5,37,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Mais de 10 anos,"Python, SQL",Python,"PostgreSQL, Amazon Athena, S3, Google Firestore, MongoDB, MySQL, SQL SERVER, Snowflake, Amazon Redshift, Google BigQuery, Oracle","Azure (Microsoft), Google Cloud (GCP)",Google Cloud (GCP)
7ubgd46g8sq0yl2j7ubrue93yd734w6c,42,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP)
7u9he4rqt8ssw7u9axdg5q4b5exuj0zw,27,Masculino,Branca,Não,TRUE,Bahia (BA),BA,Nordeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Google BigQuery, Oracle, PostgreSQL","Google Cloud (GCP), Informatica Cloud",Google Cloud (GCP)
7tud1blmke8qdkca3mw0v7tud1b2mzuo,43,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,TRUE,Gerente/Head,,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,de 5 a 6 anos,,,,,
7tsywbb9mdlx0bw54i0pwv7tsywbq8jt,39,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Setor Farmaceutico,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 3 a 4 anos,"SQL, R, Visual Basic/VBA",Python,"Google BigQuery, SQL SERVER, MySQL",Google Cloud (GCP),Não sei opinar
7tpi0ph9kpovfbuy4cyx17tpi0jbb6sq,32,Masculino,Parda,Não,TRUE,Pernambuco (PE),PE,Nordeste,Norte,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python, R",Python,"MySQL, Amazon Aurora ou RDS, PostgreSQL, Elaticsearch, MongoDB, S3",Amazon Web Services (AWS),Azure (Microsoft)
7tkslmlpc6299poh7tkslu4qpddxf3qp,30,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Mestrado,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"S3, MySQL, Databricks, Google BigQuery, Amazon Athena",Amazon Web Services (AWS),Amazon Web Services (AWS)
7tin9c3n8a0cmmw5p7tin9c68xo556hn,41,Feminino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Setor Automotivo,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,"Databricks, Amazon Redshift","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS)
7tau14aoezu6v8kuovm7tau14yzrl8zq,27,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Telecomunicação,FALSE,,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"MySQL, SQL SERVER",Azure (Microsoft),Google Cloud (GCP)
7t2063c5sc08rjmu1j7t206ufhk9v0e8,41,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,TRUE,Team Leader/Tech Leader,,,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Mais de 10 anos,,,,,
7srfn6b66dvjn3kuh2l37srfn6by8q5d,24,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Alimentício,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",Python,"Databricks, Snowflake, S3",Amazon Web Services (AWS),Amazon Web Services (AWS)
